doc,text
636,@SouthwestAir do we get to pick which @Imaginedragons show? #DestinationDragons
637,@united I was rebooked thru SFO but arrive 9 hours Late Flight and miss activities. I asked to fly today with stop over. Was told I'd have to pay.
638,@USAirways doesn't want me to get home
639,"@JetBlue ripped my suitcase. I then was yelled at with attitude from Geraldine, your employee at the baggage center.Worst airline= #jetblue"
640,@USAirways I love you guys!!!
641,"@united, maybe don't play the video about how your flights are outfitted w wifi on the flights where wifi isn't working...✈️"
642,@united flew from sdf to ATL to Tampa on Delta. Left early. Arrived early. Crew helpful. Wifi worked!!
643,@AmericanAir we did check before going to de airport and everything was fine. #fail
644,@united offered me a voucher to switch flights. Now voucher offer doesn’t exist &amp; the gate agent switched me to a delayed flight!
645,@JetBlue To DC this summer and help local youth get ready to return to school with math refresher courses. #FlyItForward
646,"@JetBlue Im just saying change can be amazing, like Miami. 😉"
647,@AmericanAir that doesn't really answer my question. Maybe if I provide more details you can give me clarification...
648,@SouthwestAir are passengers automatically rebooked on other flights if original is Cancelled Flighted for weather etc?
649,@AmericanAir really? Not even worthy of a response. This is beginning of a social media alert to the world that AA and @USAirways are useles
650,@united I'm 0/3 for Flight Booking Problems without major problems. 0% isn't bad!👎👎
651,@SouthwestAir   Yes. Dale at Baggage office was wonderful. But not everyone is on the same page down there... We had a 6 hour wait!
652,@AmericanAir i appreciate your apology. Sincerely. Thank you. That's really all I ever wanted to begin with.
653,@USAirways gate agent in CLT forced me to check bag in z1 &amp; proceeded to allow larger bags. Huge inconvenience to travel plans.
654,@AmericanAir thanks
655,@united  I understand that but why should I pay to change if it was a problem with your plane. If it was weather I would understand
656,@USAirways suppose I need to tweet everyone how horrible your airline is for you to take notice. Let me try that route.
657,@united Did you find out where it is? Thanks
658,"@AmericanAir i ordered it as i always do. But on a 9hour flight delayed for 4 hours, it was worse than ever before when you forgot my meal."
659,@united flying tomorrow from mexico to US. Mileage tkts dont show 1k status. Help
660,@JetBlue HE is a lap infant (4 mons old)
661,@JetBlue Found someone to ask. No answers. Landed almost 40 minutes ago.
662,@AmericanAir we've already made other arrangements ourselves.
663,"@SouthwestAir unveils 4 new routes, including  2 from #Ohio http://t.co/4uRzvBPJKO via @usatoday"
664,@USAirways but question :  if the downgrade include losing first class do you get money back ? http://t.co/LfT7QD23Sy
665,^CB how do you know? @SouthwestAir
666,@SouthwestAir snow forecasted for Raleigh NC tomorrow night. Need to know if there's a plan to reschedule flights into RDU Wednesday night
667,@USAirways where's my apology?
668,@united need to chat with an actual human ASAP!
669,"@united Bad coffee, but the juice is ok. #GetPhilz @ United Terminal SFO Airport http://t.co/Sg7IQqFVsO"
670,"@United ""delayed due to customer service"" Huh? http://t.co/XlTV5z6sT1"
671,@USAirways HA!  You're fun.
672,@JetBlue 2nd time flying jetblue this year and my armrest TV controller doesn't work agian!!and that's the main reason I fly jetblue 😔😓😤
673,@United why is it so impossible to actually get a passenger AND their luggage to their final destination?
674,@USAirways if ur going 2 charge $20 for wi-fi make sure it works. #Brutal #DialUp b a 100 by the time things load. #TheEnd #GoodDay
675,@SouthwestAir  after 38 minutes on the phone I'm given another number to call now still on hold with them. http://t.co/1ZT2kEe8up
676,@SouthwestAir I have a question re: your ATL companion pass offer. I know I need 3 revenue flight roundtrips. What's a revenue flight? thnx
677,@united Followback so I can DM plz
678,@united lets do that can you email boarding pass?
679,@SouthwestAir this is not a fair set up. I payed for a full seat. I should get access to a full seat. http://t.co/SbA0ARicyq
680,"“@USAirways: Reminder: From 2/28, we’ll be tweeting from @AmericanAir. You should join us: http://t.co/WBMHRl3bvl"
681,@united is synonymous to with #rude. And #cheap. You really don't know how to value the customer
682,"@united you realize you've said this already. At least last time you asked if I needed ""help"""
683,@USAirways I get some bs from a guy at the door says door closes 10 minutes before it backs out. Yet I know for a fact it was 5 people short
684,@SouthwestAir @livvyports16 and I became best friends Bcuz of @Imaginedragons is there any other way?
685,@AmericanAir over 70 days  no contact from a human or apology letter. @AmericanAir is #yucki. Read all about it soon http://t.co/9R9OmzQAVI
686,"@SouthwestAir right but the point was that my kids don't fly often, but I do. I bought four round trip tickets from DtW to PHX so I'm...."
687,@JetBlue so why do you put this at the bottom of ur baggage report? For fun? #JetBlue @airlinequality #skytrax http://t.co/tU9JX2jaZN
688,@USAirways I've done everything. Still no luck in finding my bag. I don't understand how my bag could have been misplaced. Very upsetting.
689,@AmericanAir can you?
690,@united then why have I not received my call back its been 3 days...it's an infant car seat how am I supposed to go anywhere with my child
691,@united about 3 hours ago. I need to work out if my bag can make it to my hotel here in time or if it will need to go elsewhere.
692,@USAirways now you just hang up on me. I’m starting to think this is personal!
693,@AmericanAir  Mad love http://t.co/4ojrSDWPkK NYC-
694,@united I keep getting kicked to an error message when trying to purchase a flight on http://t.co/p3N2w8JfpS. Have tried at least 4x.
695,@USAirways thanks to the whole team for an on-time flight despite inclement weather http://t.co/eQePkkPSXM
696,"@SouthwestAir You rerouted my bf's flight and he's diabetic with little insulin; even though we tried to change it, the agent wouldn't do it"
697,@USAirways we appreciate auto rescheduling our Cancelled Flightled flight-- but you have nothing sooner than Tuesday? can fly into alternate loc?
698,STOP THIS “@JetBlue: Our fleet's on fleek. http://t.co/Ac6zwmuOOn”
699,@JetBlue dispatcher keeps yelling and hung up on me!
700,@JetBlue flight for tomorrow morning Cancelled Flighted &amp; can't seem to rebook me. They can't even get me a seat. No clear answer on why Cancelled Flighted.
701,"@AmericanAir Cancelled Flighted flights, now I'm rerouted and have over 12 hrs of travel but you will bump paying customers for non revs. #custserv"
702,@SouthwestAir amazing service by your SW stewardesses! From den to Cun and from CUN to Atl and atl to lax. Thank u!
703,"@AmericanAir @united You're both equally terrible, and I'm going to fight until I get complete satisfaction for how we were mistreated"
704,@united No customer service rep could confirm where my bag was &amp; each gave me different info. Ruined 2 events I had today. #disappointed
705,@united Just checking in again - what is the status of our claim.   It is going on 2 months with no attention to this?   We are very upset.
706,@JetBlue @vegecomgirl For me it’s not until 6/15.
707,"@SouthwestAir res chg online/app no work, still on hold, faster for hubby to DRIVE to airport to make change @ counter #fail"
708,@JetBlue to End Partnership with American Express - http://t.co/WhuFmI2Ytd http://t.co/fbTEMFwRsP
709,@united when an airline causes the missed connection u would think they would take whatever steps to remedy that screw up.
710,"@SouthwestAir has grounded 2 flights b/c of equipment problems &amp; been rude to my wife, traveling alone w/our 2 young kids.  never again."
711,"@united screwed up our reservation- they assigned a new # to just one of us &amp; when they changed our flight, only changed the original #."
712,@USAirways UR employee named VAN @ ticket counter in #Philadelphia. EXTREMELY RUDE! a Father trying to get home to sick kid missed flight.
713,@JetBlue Alternatives?  You have absolutely no respect for loyal customers.  8 years.  No more.  I'm done.
714,".@AmericanAir after 50 minutes on hold, and another 30 minutes on the call yes. Going to be pushing it to get to the airport on time now"
715,@JetBlue I would fly somewhere hotter then here. Puerto Rico here I come. Lol
716,@JetBlue #fail My wife on the phone asking to switch flight times. In mid switch gets disconnected. Now Cancelled Flightled! No new time! No call back
717,@united so funny that my boarding pass said PRIORITY a because clearly I am not a priority to this airline
718,@USAirways FA attendant on 4553 PHL to PWM tonight was fab!  An asset to your team.  From 1F. Have a great night team!
719,@JetBlue so I don't know confirmation number or the names of the flight attendants and supervisor
720,"@USAirways customer service failure aside, one would think you guys would care about inaccurate manifests. I'm sure TSA would."
721,@united Lost my wallet on flight 1007 yesterday from Houston to Bogota. Filled out your online form. No response yet.
722,"@USAirways yes, it's a domestic flight. Thank you!"
723,@AmericanAir would have been nice if the agents were at the very least courteous since the delay was AA's fault
724,@USAirways when will FLT 445 get a gate at DEN? Over 20 minutes waiting with no information.
725,"@JetBlue When it's 30 mins past scheduled time w/ no departure in sight a flight no longer qualifies as ""on time"" #updateyourwebsite #489"
726,@SouthwestAir @JulGood1 she was traveling with me the one that got miscommunicated with
727,"@southwestair Cancelled Flightling flights due to winter weather is totally understandable, but it would sure be nice if you would answer your phones."
728,"@AmericanAir first the pilot, then the catering..."
729,@united please. You moved my seats and lost my upgrade. I had seat 20L. I have a ticket in my hand for 20L
730,@USAirways transferred 4x pleeeeeeeease help!
731,@SouthwestAir @PHLAirport Will Flight 2155 that arrives at E11 be a penguin plane?
732,"@united thanks for delaying my flight for an hour, and then boarding us onto a flight that REEKS of vomit because it wasn't cleaned properly"
733,@USAirways i worked with you and bought my own rental car when you failed to get me to the location i paid to get to and now....
734,@JetBlue thanks so I'll like to get the new tail N598JB N615JB Boston red Sox livery so I can share with talk but send them only on weekends
735,"Wanted to get my bag benefit, but instead get $25 pricing on all three tickets. When adding a card, MP Visa is only option. @united"
736,"@AmericanAir sitting on plane in Columbus, supposed to leave an hour ago. Now the mechanic can't find a tool to service the shock absorber."
737,@SouthwestAir please refund my ticket. What a terrible experience. #southwestfail
738,@united I have flights that don't appear to have been applied to my MileagePlus account. Can you help?
739,"@united I would understand if weather was the issue, but bc of airline maintenance I had to sleep on an airport floor and lose an entire day"
740,@AmericanAir The wine served in USAirways flights are watered down somehow right out of the bottles.
741,@SouthwestAir 3 hours and 80 degree difference. Yes please!!  MHT TO MCO @sadie4406 http://t.co/MRAW3qDw4D
742,@SouthwestAir When does the new schedule open that takes us past 10/31?
743,"@eatgregeat WOW~Thx for thinking of us, Greg! Heard #SOBEWFF was amazing! We've heard the same about @JetBlue (ps thx for the info) #TeamNKH"
744,@AmericanAir no not yet. Waiting to be connected to an agent
745,@united silence is very telling
746,"@united blood services, make your appt. today! 18009174929 http://t.co/6UXwPaduGS"
747,@SouthwestAir.   50th Anniversary on April 10th. Still. Sweethearts.  Companions.  Lifetime.  Sons.  Families. Love.
748,@JetBlue should I expect delays at dca for 7am departure?  Going to Orlando on flight 723
749,@united pls follow for DM.
750,@SouthwestAir just do it that easy
751,@USAirways I did &amp; was told I asked to many questions. bag might still be on flight 413. Should be easy to check when it lands in Seattle.
752,@united i have talked to them...on standby for tomorrow but it doesn't look good. May have to stay here till Friday &amp; that's not guaranteed
753,@AmericanAir now we are all stuck on the plane after landing because crew unable to figure it out
754,@AmericanAir why arent callings going thru it doesnt have me wait or anything and automated stuff is messed up
755,@SouthwestAir just got a call apologizing personally for the long waits last week trying to rebook flights. Class act. I appreciate that!
756,"@JetBlue received horrible customer service at LAX on 2/11. Reservation Cancelled Flighted without notification, despite having confirmation number."
757,"@USAirways 4 segments, 4/4 delayed. Gnv &gt; CTL . CTL &gt; JAN . JAN &gt; CTL . CTL &gt; GNV. My year off from flying with you guys was the way to go."
758,@AmericanAir What happens when you combine Top Chef &amp; the beauty of San Miguel de Allende. My Late Flightst food blog.  http://t.co/7t1rDRCRe6
759,@AmericanAir did you guys get rid of the functionality on http://t.co/R1OQAVEO7I to put a reservation on hold for 24 hours? i don't see it
760,"@USAirways what is wrong in Boston? Why are only your plains not leaving tonight? Son needs to get back to state college, PA"
761,"@AmericanAir I'm flying with your competitor today, starts with an U and ends with D. I will never make that mistake again. #americanforlife"
762,"@usairways would it kill you to not let 3,000 miles expire"
763,"@AmericanAir @GolfWithWoody Don't buy it, Woody. They're making it MUCH worse with understaffing, rudeness, and pre-rookie mistakes"
764,@AmericanAir interested in possibly changing my flight to another day...need to see if there are any fees but your number is busy
765,"@USAirways after a grt flight to PHX last week,  tonight was terrible. 2.5 hours taxing and you give us water and crackers to compensate."
766,@JetBlue 👍. I think I'll come take a nap at the terminal.  ;)
767,@united now been on board with no movement for 25 min...wow this experience just keeps getting worse and worse
768,@USAirways the voucher you give us for a hotel is useless you call the number they say no rooms available what do you expect me to do?
769,@SouthwestAir please hire an efficiency consultant to manage your PHX baggage checkin. Way to many open kiosks with 100's of ppl waiting
770,"@AmericanAir I love the service and cheap upgrades American Provides! One of the best airlines ever! good food, good seats, amazing thanks!"
771,@united @annricord $856.81 the cost of one of the round trip tickets.
772,@AmericanAir what name and department does it come under? Thanks
773,@united - it is possible to make a ticket change via Twitter? Traveling internationally and can't make calls... Thanks in advance!
774,@AmericanAir how nice it would be if you had helpful flight attendants instead of the rude nasty ones you employ. #WhyAreYouYelling
775,@USAirways thank u i wiil write after call  travel agency
776,@JetBlue #jetblue #sofly #wish #firststari seetonight http://t.co/pyJAoayNx6
777,"@SouthwestAir are bicycles that the 62"", 50lbs criteria free or bikes are automatically $75/each way? The FAQ page isn't very clear to me."
778,"@jetblue - WTF, stuck at JFK for 2+ hrs in a delay to Boston cuz u say snow.  No snow on weather map!!!  WTF!!!"
779,@AmericanAir @robinreda being stuck two days in the airport is not something pretty normal. I am positive you can find a plane to Europe
780,@AmericanAir you all should really be ashamed. The entire business class cabin is empty and almost all of first class...
781,"@VirginAmerica hi! I just bked a cool birthday trip with you, but i can't add my elevate no. cause i entered my middle name during Flight Booking Problems 😢"
782,"@AmericanAir Believe me, I understand. Flight #2955. Was originally booked for Sunday. Flight was Cancelled Flighted and rescheduled for today."
783,@USAirways 3 hrs on hold. Husband has decided we should sleep in shifts so we don't miss the phone rep. to reschedule
784,@USAirways me too. Me too.
785,@united thanks for reminding me how much easier it is to fly Southwest!  Get more agents at sfo 25!
786,@JetBlue you wanna help out? How about you reimburse the money you cause my band to lose.
787,"@SouthwestAir I thank you for the reply but too complicated to DM, really would like to talk to a cust rep. What is going on there?"
788,@USAirways US 728 stated their issues as: no one around to close said door. More strange. Now we're not hearing from pilot for long periods.
789,"@united. If you show available seats, you need to honor that! I shouldnt spend 1hr on phone to hear that ""really there are 3 not 4 seats"""
790,@USAirways Fuck you
791,@USAirways Please can someone contact me regarding my missing bag? It has been 3 days. Online tracking shows nothing.
792,@united load balancing system apparently down #systemwide - major impact on all #united airlines flights. Was this a #cyberattack?
793,@AmericanAir sent
794,@AmericanAir I had a 6am flight I can get no rest because I have to wait another 2 hours to receive an automated phone call. #neveragain
795,@USAirways website isnt working and I cant talk to any1 on the phone to check flight status out of dfw. Roads are awful and cant get there
796,"@united All flights Cancelled Flighted :( Trip refunded without difficulty, staff extremely helpful, no complaints! Way to handle bad weather!"
797,@united any last minute flight deals for your cute little #frequentflyer ??? :)))) my Friday flight was Cancelled Flightled!!
798,@JetBlue Airways Hits New 12-Month High at $17.58 (JBLU) - WKRB News http://t.co/XvBjCzlMDA
799,@AmericanAir SFO. Natt (the agent who helped me) really did an awesome job.
800,@AmericanAir I was told I had a 20minute wait time after waiting hours. And an hour has gone by. This is ridiculous
801,@SouthwestAir Congratulations!
802,@JetBlue look what I capture at Uvf http://t.co/Lj2ZXZN8kG
803,@AmericanAir No worries they called back 4 hrs Late Flightr while I was asleep and took an additional $200 fee. So by AA standards everything's gr8
804,@united the flt TO ORD is correct.  Per my DM- it is the flight from ORD to CVG I was charged for incorrectly
805,@SouthwestAir yeah bruh its bool y'all niggaz just need to hire some more workers or something cause next time imma be forced ta disrespect.
806,@SouthwestAir  thanks for adding passbook ability! Hopefully we can do group passbook tickets in the future somehow.
807,@SouthwestAir i hope i can take my selfie stick on the plane today! #goingtovegas
808,"@SouthwestAir not terribly inspired to call ""customer service"" in the future now."
809,@JetBlue thanks for the update. 'Preciate it. Hope it gets here. Been delayed 2 days getting back
810,@united have since dropped to 2 layovers but still not acceptable.
811,@united thank you! Much appreciation for your help.
812,@JetBlue Are there really no flights from the Bay Area to Chicago anymore? Lame. So lame.
813,"@AmericanAir
 Your response could have made all the difference. It could have made the situation better. NO TRUST...GET LOST like my bag."
814,@SouthwestAir paid for my own $200 rental car just to not go through this for the 3rd day  :(
815,@USAirways 4 hours on hold to change a Cancelled Flightled flight. Completely unacceptable!!!
816,"@SouthwestAir i live in the southwest, Imagine Dragons is my favorite band, and i met my 2bestfriends thanks to them. it would be amazing +"
817,@JetBlue 4 hr delay on flight to JFK via Tampa &amp; worst customer service in San Juan airport. This after app not working all day.
818,@USAirways Yes. Confirmation number and all.
819,"@usairways That is appreciated.  However, the system tells you call back Late Flightr then ends the call.  No need to reply, thanks."
820,@SouthwestAir Fastest response all day. Hour on the phone: never got off hold. Hour in line: never got to the Flight Booking Problems desk.
821,@united @FernHeinig18 your delay is due to your own making. We have now been back to the gate multiple times. Maybe take accountability
822,@SouthwestAir nothing you can do to help us restore some barely-expired #RapidRewards points?
823,"@AmericanAir my flight got Cancelled Flightled from GRK to DFW, then to LEX for tomorrow and I need it rebooked."
824,@SouthwestAir your phone service sucks
825,@JetBlue what is going on with your BDL to DCA flights yesterday and today?! Why is every single one getting delayed?
826,@united Sivi Stewart at Lax was fantastic tonight helping to find a lost item for us at the airport.  Much thanks!
827,"@USAirways There is nothing on my USAir CC at this point, but the email stated I would be charged.  Thanks for the reply."
828,@united Holiday of a lifetime to New York ruined because you lost my luggage and have failed to find it since Sunday! #wontflyagainwithyou
829,"@SouthwestAir I ""heart"" Southwest but those commercials aimed to satisfy a nano-smattering of travelers to few destinations."
830,"@United Your customer service for Mileage Plus customers is a disgrace. I just spent 45 min on the phone to reset a pin number, with no luck"
831,"@united thanks, i made it."
832,@united Can i get a refund? I would like to book on a better airline.
833,@united reinstating the kosher meals that were dropped shortly after the merger?
834,@united yes there is when you keep getting the same robotic answer.
835,@USAirways I just think if I am staying w your airline &amp; rescheduling a flight I shouldn't absorb a fee that is the cost of 1/2 my flight
836,@JetBlue is giving us free movies because apparently the dunkin donuts coffee is a safety hazard. #thingsyoucantmakeup #switch2SBux?
837,@AmericanAir thanks
838,@JetBlue that's ok! It just sure seemed like it when JetBlue tweeted us back and asked us to send selfies of us watching.. Haha
839,@AmericanAir delta rerouted 6 of my bags onto aa977 MIA-CUR. How can I see if they made it onto the flight?
840,"@AmericanAir If SNA curfew causes diversion, do you provide transportation from LAX? On AA1237 now, pilot not sure if we have time."
841,"@SouthwestAir been with my GF for 2.5yrs, she's from SF &amp; I live in Tulsa. SWA always takes me there to see my love! #SouthwestLuvSweeps"
842,"@united unfortunately, they didn't. I asked the staff if they could help. they said we should ask ppl in our row to switch, but no one would"
843,@united #onlyinAmerica. 18 days and not a word from #unitedairlines #customerservices. Bad PR guys.
844,@AmericanAir I hope you like the photo :) http://t.co/p7fSLuxEGW
845,@AmericanAir Is there a way I can get a record of all the flights I've taken with you?
846,"@united @christinebpc ...and on some versions of the 738, row 11 has no window at all. Go ahead, check. We'll wait."
847,@united @AmericanAir so that's it? It just ends there? Come on! I traveled for literally an extra day and a half because of this!
848,@JetBlue Thank you for your excellent customer service - resolved issue quickly.
849,@SouthwestAir Is there anyway to pay more to get priority boarding A 1-15?
850,"@VirginAmerica I tried that. You offered to charge me an additional $1k for a new ticket or be stranded until Thurs. 1st time, last time."
851,@USAirways are there such things as non-delayed flights or na? Get your shit together and get me out of here
852,@united UA1023 sitting on Tarmac at ORD when there are visibly gates open. Reassign our gate.
853,@united my flight was supposed to depart to Boston at 4:36 and now it's departing at 6:30 due to issues with finding a pilot. Thanks a lot!!
854,@AmericanAir  thanks for making the worst fly experience ever. Will never book again with your airline. Train your flight attendants better.
855,@United an idea: monitor mileage members travel patterns enough to know when they change jobs/lose status...and make the transition easier.
856,@USAirways can we hold two seats for 11:35 flight from PHX to Las 1856 as this delayed flight 556 is not going to arrive on-time
857,"@USAirways / @AmericanAir was the worst experience I've ever had flying. Rude, delays, Cancelled Flightlations, lack of updates, and wasting our time"
858,"@JetBlue pilot: ""Don't worry folks there's a backup for the backup for every part of this plane."" Thanks guy"
859,@AmericanAir Your people on the phone can't see those? And to have it be over $800 difference. That's a poor process then...
860,"@SouthwestAir - total win!! Happy 7th bday on intercom, chocoLate Flight kisses, and a chance to hand out snacks.Thank you. http://t.co/NKloZcNtto"
861,"@united ouch, delays due to mechanical issues again QRO will have to wait! Yall seem to be falling apart #alwaysdelayed #unitedfail"
862,@united calling that number was useless. Heading to the airport now to pick up my bags. this whole situation seems like a real joke.
863,@united your Airbus a320 seats are awful. They don't recline.
864,"@SouthwestAir where are our bags?
We have a tv show to film!!"
865,@united thanks for the reply.  If you can get me a better seat on my next leg to Munich. That would be nice.
866,"@united Club DEN, East or West, both are disgusting. http://t.co/XijYrPsLZK"
867,"@AmericanAir that's the one. My original arrival time was 10:14am, after all said and done I may be there by 9:19pm central. Not impressed."
868,@united get your act right! You just lost customers because your staff wouldn't let us take our approved carry-on on a half empty flight!
869,@united So excited I was put on an earlier flight to get home! Woo Hoo! #travel 🎉🎉🎉
870,@AmericanAir it's always nice coming home but I wish you'd fly LAX-MAD and keep me away from Iberia 😜✈️ #GoingForGreat
871,@united Yes but unbelievable.  Should have a free fare lock
872,@USAirways are you fucking kidding me??? http://t.co/qjLzrYWFj2
873,@united thanks for more timely updates.
874,"@AmericanAir Finally got a call from AA, but it was an automated voice that hung up on me! I called back &amp; it says it'll be 2 more hours."
875,"@united I have a flight from omaha to chicago (en route to NYC) and they are seating me and my partner separate, please fix this res# ILC0HP"
876,@USAirways worst customer service. Still not providing me an answer even after I drove back to CLT airport. been rude &amp; unacceptable #fail
877,@united chase says no referral bonus. Thanks.
878,@SouthwestAir has some of the best airfare prices! Gotta LUV them :)
879,"@USAirways 30 min delay for mechanics to replace rivets. 30 mins Late Flightr, turns out mechanics had wrong size rivets. 35 more mins. Pathetic"
880,@jetblue any idea where the plane for flight 672 is coming from? I thought flight 305 from JFK but that wouldn't explain delay.
881,@JetBlue I had 2 fight 2 get a credit for the value of my bag but I got it. #skytrax #jetblue #corpgreed #nevertakeno http://t.co/6MBVJFlpBM
882,@JetBlue You definitely will!
883,@USAirways @CLTDouglas slowest baggage claim ever
884,"@AmericanAir @USAirways Yes, obviously! It just stinks that 4pm is the one option when she was supposed to fly at 7AM YESTERDAY."
885,@united Flight 280
886,@SouthwestAir Cancelled Flightled flights and asshole phone support. #worstairline
887,@USAirways Hold time to book award travel from Gold status: 4 HOURS and counting!!!! + 4 days of calling #usairwaysfail @AmericanAir
888,@AmericanAir ok thank you. What if I can't get a hold of someone to get a new flight?
889,@VirginAmerica So excited for my first cross country flight LAX to MCO I've heard nothing but great things about Virgin America. #29DaysToGo
890,“@united: @RobCNYC See information on our boarding process: http://t.co/gBIw9ugFNm ^KP”. I get group 1&amp;2. Just no reason on 3/5.
891,@AmericanAir pretty lame response to a two paged single spaced letter http://t.co/aCebo6ELPa
892,@SouthwestAir @thirty_lives birthday is the 24th and he's not seeing Imagine Dragons at #DestinationDragons ?
893,@JetBlue seriously?? What is going on?! http://t.co/mTHM9waObu
894,"@SouthwestAir Denver to Phoenix, I think we're finally getting ready to take off."
895,@SouthwestAir I would appreciate that.  Thank you.
896,@SouthwestAir sent
897,"@USAirways if I apply for ur credit card, do you automatically get the companion certificate or do I have to wait for it?"
898,"@AmericanAir Ok. We will probably Cancelled Flight our flights then, take a refund, and get home another way. Wednesday won't work for us."
899,@united didn't realize my bag/ contents were wet until I got to my hotel. Sent my suit/shirts out to be dry cleaned. Mtgs start tomorrow.
900,"@united they had snacks available, just no fresh food...not sure what happened, but I'm sure we will grab a bite before our SFO connection"
901,@united sprinted from C concourse to E and just made it. Coughed up a lung in the process but am now in CLT! Tnx!
902,@USAirways Sitting at the gate on Flight 719 for an hour due to Sabre being down. What backup plan is in place if Sabre cannot be fixed?
903,@JetBlue your agent told us TSA didn't have a crew to get bags!
904,@united So what does someone with severe anxiety do when the one person who can help him isn't next to him?
905,@united thanks for effing up our holidays - we're missing a full day of skiing due to your baggage team's incompetence at @FlyYOW
906,@united leadership counts. landed at 11:15 last night-deplaned at 12:40. 45 minutes of that was waiting for the jetway. Inexcusable
907,@americanair line of 100+ people to rebook at MIA now. Virtual hold on rebook line just hangs up during call back. http://t.co/Upaz1eF3Dl
908,@AmericanAir was told at 7pm my bags would 1000% be at my house by 9pm. Well they're not and I continue to be lied to.
909,@SouthwestAir I also find it ridiculous that I've been tweeting to you since 3:50 AM EST and have still received no response. 9 hours?
910,@united 24 seats available on the 2:15 pm from ORD to RDU...I need 2 seats please
911,"@SouthwestAir can't speak with customer service for 2hours, still on hold! Do you guys work?#nogood"
912,@AmericanAir Thanks! He is.
913,"@united First complaint filed on Feb 11th, over 10 days now and still no response....disappointed but not surprised...."
914,@united They held the plane! Made it!!
915,@AmericanAir thank you!
916,"@SouthwestAir Why can we no longer change trips with a companion online? Been doing it for years, now get message can't be done online?"
917,@united currently on board so not now. Check in was terrible. Staff rude. Expensive luggage thrown around etc.
918,@united somehow I knew that you'd wait until I was airborne to respond. #hacks #jokers #neveragain.
919,"@united rarely ceases to amaze...for the worse.  i hope this is the last time i ""have"" to fly with you."
920,@SouthwestAir How? It is not possible to call SWA on the phone. You put me on hold for an hour and then cut me off.
921,@united there's no reason it should take 7-10 days to respond.
922,@JetBlue why would you hire a guy who doesn't care about the safety of children? Not remotely acceptable. http://t.co/lKFh9HYHW8
923,@AmericanAir I Cancelled Flightled my ticket and is taking two months ++ to refund and still waiting!
924,@SouthwestAir thank you!!
925,@JetBlue You left 175 PEOPLE on a hot plane with no ventilation for over an hour and a half and then had to bus them to JFK because of ....
926,@VirginAmerica Thanks for the lovely soft views! #travel #SAN to #SFO http://t.co/CnctL7G1ef
927,@JetBlue walked from the gate to the just ask desk by gate 1 http://t.co/p6ucbVlv5E
928,"@SouthwestAir can tweet through the weekend/ bad weather, but closes down customer relations center to process refunds for Cancelled Flighted flights."
929,@SouthwestAir how long does it take for points from RR Shopping to post to my account? Got email saying I've earned points but don't see em
930,@VirginAmerica Boo for a not refunding a seat upgrade fee I did not want to buy in the first place!
931,@JetBlue Then en route to the airport the rebooked ticket was refunded.
932,"@united thanks for delaying our flight for an hour, missing our connecting flight and terrible customer service. #neveragain #vacation"
933,@USAirways 3rd connecting flight delayed but still cannot make it &amp; still unable to speak to a real person
934,@USAirways - 800# referred me back to baggage services but I left the airport. I was on seat 17A
935,"@USAirways well, depending on the policy will make the determination as to which airline is selected to travel."
936,"@AmericanAir would like to talk to someone, please follow."
937,@AmericanAir *does = doesn't
938,".@united Really? Was bumped down from Gold status, asked to pay $$ to keep it, and get fewer miles... How is that worth it?"
939,@united that's wonderful. unfortunately doesn't help on this 4 hr flight between to major U.S. cities. #disappointed
940,@USAirways no online clearly states I can NOT- It says to call res. I already explained that.
941,@SouthwestAir @FortuneMagazine I always tell everyone to fly Southwest! Congratulations!!!
942,@united Pleased to be a Premier Platinum
943,@USAirways I didn't make a reservation yet. It's about changing name on my dividend miles account
944,"@united it's 9:56, and the desk attendant stated we would ""sit awhile"" until given the all clear. Lack of communication seems to the norm."
945,"@USAirways I fly quite a bit, and it's not difficult to communicate. If agents let people know what's happening, arrangements can be made"
946,@JetBlue your agents at IAD have compounded this problem by not making any announcements #jetbluemess
947,@SouthwestAir I'm running out of money to keep paying for hotel rooms &amp; food in NYC. You don't help people with $ spent
948,@VirginAmerica When will VX use all 6 LGA slots instead of 4 today? Adding AUS makes this less likely :(
949,@USAirways And the lies continue. Just waited another hr to get boarding passes for flight supposedly created today which is now Cancelled Flightled?!
950,@USAirways - flight was Cancelled Flightled to Buf today. Waited in line for 2+ hrs &amp; cus service was rude. No flight until Tues. Need to get to ROC.
951,"@united it's Late Flight... I'm tired and understandably edgy for trying to catch my flight. I wasn't chipper, but I def was not rude."
952,@JetBlue tells me $130 paid &amp; confirmed flight will now cost me $566.80 CASH ONLY @ airport  22 hours before my flight  #RIPOFF #NoSupport
953,"@SouthwestAir 

Just realized I had the wrong departure date. Thanks for making changes easy!"
954,@USAirways what is contact info to upgrade using advantage miles?
955,@USAirways  please don't go to the check in process @AmericanAir uses at #MCO. It's an absolute disaster.
956,@USAirways what is policy on changing flight to different dates once your flight has been delayed?
957,@VirginAmerica Status match - 2 weeks have gone by and no news.Flt next week - hope flt will count towards requirement.  Cust Svc no help!!!
958,"@united just sent you a message on Facebook, how do I follow up a complaint re. Missing clothing out of checked baggage?"
959,@JetBlue well mine sure aren't anything to write home about!
960,@SouthwestAir my first flight ever and flight #4251 is already having technical issues. Faaaannntastic.😭
